SEQ|Species|Sources|Tree|Treeish_batch|Treeish_justification|SID|WCVP|WCVP_match|TRY_Species|WFO_Accepted|WFO_Unchecked|WFO_Synonym|WFO_none
47230|Gustavia augusta|8|YES|1|TreeGOER|wfo-0000775442|wcvp-313988|IPNI|3|1|0|0|0
47231|Gustavia brachycarpa|1|YES|1|TreeGOER|wfo-0000775449|wcvp-313994|IPNI|1|1|0|0|0
47232|Gustavia coriacea|1|YES|1|TreeGOER|wfo-0000775459|wcvp-314002|IPNI|1|1|0|0|0
47233|Gustavia dodsonii|1|YES|1|TreeGOER|wfo-0000775460|wcvp-314003|IPNI|1|1|0|0|0
47234|Gustavia dubia|3|YES|1|TreeGOER|wfo-0000775461|wcvp-314004|IPNI|2|1|0|0|0
47235|Gustavia elliptica|2|YES|1|TreeGOER|wfo-0000775464|wcvp-314007|IPNI|1|1|0|0|0
47236|Gustavia erythrocarpa|1|YES|1|TreeGOER|wfo-0000775465|wcvp-314008|IPNI|1|1|0|0|0
47237|Gustavia excelsa|1|YES|1|TreeGOER|wfo-0000775466|wcvp-314009|IPNI|1|1|0|0|0
47238|Gustavia flagellata|2|YES|1|TreeGOER|wfo-0000775472|wcvp-314014|WCVP|1|1|0|0|0
47239|Gustavia fosteri|1|YES|1|TreeGOER|wfo-0000775474|wcvp-314017|IPNI|1|1|0|0|0
47240|Gustavia gentryi|1|YES|1|TreeGOER|wfo-0000775476|wcvp-314019|IPNI|1|1|0|0|0
47241|Gustavia gigantophylla|1|YES|1|TreeGOER|wfo-0000775478|wcvp-314020|IPNI|1|1|0|0|0
47242|Gustavia gracillima|2|YES|1|TreeGOER|wfo-0000775480|wcvp-314022|IPNI|1|1|0|0|0
47243|Gustavia grandibracteata|2|YES|1|TreeGOER|wfo-0000775482|wcvp-314024|IPNI|1|1|0|0|0
47244|Gustavia hexapetala|6|YES|1|TreeGOER|wfo-0000775483|wcvp-314025|IPNI|3|1|0|0|0
47245|Gustavia hubbardiorum|1|YES|1|TreeGOER|wfo-0001337826|wcvp-490621|IPNI|1|1|0|0|0
47246|Gustavia inakuama|2|YES|1|TreeGOER|wfo-0000775484|wcvp-314026|IPNI|1|1|0|0|0
47247|Gustavia johnclarkii|1|YES|1|TreeGOER|wfo-0001337825|wcvp-490595|IPNI|1|1|0|0|0
47248|Gustavia latifolia|1|YES|1|TreeGOER|wfo-0000775490|wcvp-314031|WCVP|1|1|0|0|0
47249|Gustavia longifolia|8|YES|1|TreeGOER|wfo-0000775491|wcvp-314032|IPNI|1|1|0|0|0
47250|Gustavia longifuniculata|1|YES|1|TreeGOER|wfo-0000775492|wcvp-314033|IPNI|1|1|0|0|0
47251|Gustavia macarenensis|4|YES|1|TreeGOER|wfo-0000775493|wcvp-314035|IPNI|1|1|0|0|0
47252|Gustavia monocaulis|2|YES|1|TreeGOER|wfo-0000775502|wcvp-314044|IPNI|1|1|0|0|0
47253|Gustavia nana|3|YES|1|TreeGOER|wfo-0000775503|wcvp-314045|IPNI|2|1|0|0|0
47254|Gustavia occidentalis|1|YES|1|TreeGOER|wfo-0000775505|wcvp-314047|IPNI|1|1|0|0|0
47255|Gustavia parviflora|1|YES|1|TreeGOER|wfo-0000775506|wcvp-314048|IPNI|1|1|0|0|0
47256|Gustavia petiolata|1|YES|1|TreeGOER|wfo-0000775507|wcvp-314049|IPNI|1|1|0|0|0
47257|Gustavia poeppigiana|2|YES|1|TreeGOER|wfo-0000775510|wcvp-314051|IPNI|1|1|0|0|0
47258|Gustavia pubescens|1|YES|1|TreeGOER|wfo-0000775515|wcvp-314056|IPNI|1|1|0|0|0
47259|Gustavia pulchra|1|YES|1|TreeGOER|wfo-0000775516|wcvp-314057|IPNI|3|1|0|0|0
47260|Gustavia romeroi|1|YES|1|TreeGOER|wfo-0000775518|wcvp-314059|IPNI|1|1|0|0|0
47261|Gustavia santanderiensis|1|YES|1|TreeGOER|wfo-0000775520|wcvp-314061|IPNI|1|1|0|0|0
47262|Gustavia serrata|2|YES|1|TreeGOER|wfo-0000775521|wcvp-314062|IPNI|1|1|0|0|0
47263|Gustavia sessilis|2|YES|1|TreeGOER|wfo-0000775522|wcvp-314063|IPNI|1|1|0|0|0
47264|Gustavia speciosa|10|YES|1|TreeGOER|wfo-0000775523|wcvp-314064|IPNI|1|1|0|0|0
47265|Gustavia superba|16|YES|1|TreeGOER|wfo-0000775526|wcvp-314067|IPNI|4|1|0|0|0
47266|Gustavia terminaliflora|1|YES|1|TreeGOER|wfo-0000775530|wcvp-314070|IPNI|1|1|0|0|0
47267|Gustavia verticillata|1|YES|1|TreeGOER|wfo-0000775537|wcvp-314077|IPNI|1|1|0|0|0
47268|Gutenbergia cordifolia|2|NO||""|wfo-0000139344|wcvp-3054390|WCVP|4|1|1|0|0
47269|Gutenbergia rueppellii|1|NO||""|wfo-0000044149|wcvp-3054664|IPNI|1|1|0|0|0
47270|Gutierrezia arizonica|1|NO||""|wfo-0000040870|wcvp-3102315|IPNI|3|1|0|0|0
47271|Gutierrezia californica|2|NO||""|wfo-0000085585|wcvp-3102324|IPNI|3|1|0|0|0
47272|Gutierrezia dracunculoides|6|NO||""|wfo-0000123086|wcvp-3101859|WCVP|7|1|0|1|0
47273|Gutierrezia elegans|1|NO||""|wfo-0001331583|wcvp-3102331|IPNI|1|0|1|0|0
47274|Gutierrezia gilliesii|1|NO||""|wfo-0000136931|wcvp-3102341|IPNI|1|1|0|0|0
47275|Gutierrezia mandonii|1|NO||""|wfo-0000074679|wcvp-3102348|IPNI|2|1|0|0|0
47276|Gutierrezia microcephala|3|NO||""|wfo-0000019536|wcvp-3102250|IPNI|9|1|0|0|0
47277|Gutierrezia petradoria|1|NO||""|wfo-0000038008|wcvp-3102352|WCVP|2|1|0|0|0
47278|Gutierrezia resinosa|1|NO||""|wfo-0000026155|wcvp-3102370|IPNI|1|1|0|0|0
47279|Gutierrezia sarothrae|9|NO||""|wfo-0000038804|wcvp-3102390|IPNI|17|1|1|0|0
47280|Gutierrezia serotina|1|NO||""|wfo-0000113901|wcvp-3102084|IPNI|2|1|0|0|0
47281|Gutierrezia sphaerocephala|1|NO||""|wfo-0000005924|wcvp-3102392|WCVP|3|1|0|0|0
47282|Gutierrezia texana|1|NO||""|wfo-0000135998|wcvp-3102398|WCVP|5|1|0|0|0
47283|Gutierrezia wrightii|1|NO||""|wfo-0000056630|wcvp-3102406|IPNI|3|1|0|0|0
47284|Guyonia sylvestris|1|NO||""|wfo-0001428000|wcvp-3022714|IPNI|2|1|0|0|0
47285|Guzmania berteroniana|1|NO||""|wfo-0001218660|wcvp-247445|IPNI|1|1|0|0|0
47286|Guzmania erythrolepis|1|NO||""|wfo-0000432073|wcvp-247516|IPNI|1|1|0|0|0
47287|Guzmania lingulata|3|NO||""|wfo-0000432250|wcvp-247568|IPNI|3|1|0|0|0
47288|Guzmania monostachia|3|NO||""|wfo-0000432362|wcvp-247592|IPNI|4|1|0|0|0
47289|Guzmania musaica|2|NO||""|wfo-0000432406|wcvp-247600|IPNI|1|1|0|0|0
47290|Guzmania zahnii|2|NO||""|wfo-0000433152|wcvp-247714|IPNI|1|1|0|0|0
47291|Gwilymia coriacea|5|YES|1|TreeGOER|wfo-1000040114|wcvp-3291638|IPNI|2|1|0|0|0
47292|Gwilymia fissurata|1|YES|1|TreeGOER|wfo-1000040115|wcvp-3291639|IPNI|2|1|0|0|0
47293|Gwilymia moricolor|3|YES|1|TreeGOER|wfo-1000040116|wcvp-3291640|IPNI|2|1|0|0|0
47294|Gwilymia occhioniana|3|YES|1|TreeGOER|wfo-1000040117|wcvp-3291650|IPNI|1|1|0|0|0
47295|Gwilymia paniculata|5|YES|1|TreeGOER|wfo-1000040118|wcvp-3291447|IPNI|1|1|0|0|0
47296|Gwilymia polystachya|2|YES|1|TreeGOER|wfo-1000040119|wcvp-3291448|IPNI|2|1|0|0|0
47297|Gwilymia racemifera|2|YES|1|TreeGOER|wfo-1000040121|wcvp-3291441|IPNI|1|1|0|0|0
47298|Gyminda latifolia|2|YES|1|TreeGOER|wfo-0000712103|wcvp-2835279|IPNI|3|1|0|0|0
47299|Gyminda orbicularis|1|YES|1|TreeGOER|wfo-0000712106|wcvp-2835281|IPNI|1|1|0|0|0
47300|Gyminda tonduzii|1|YES|1|TreeGOER|wfo-0000712107|wcvp-2835282|IPNI|4|1|0|0|0
47301|Gymnacranthera bancana|3|YES|1|TreeGOER|wfo-0000712116|wcvp-2835293|IPNI|1|1|0|0|0
47302|Gymnacranthera canarica|7|YES|1|TreeGOER|wfo-0000712117|wcvp-2835294|IPNI|2|1|0|0|0
47303|Gymnacranthera contracta|6|YES|1|TreeGOER|wfo-0000712118|wcvp-2835295|IPNI|4|1|0|0|0
47304|Gymnacranthera farquhariana|7|YES|1|TreeGOER|wfo-0000712125|wcvp-2835300|IPNI|4|1|0|0|0
47305|Gymnacranthera forbesii|4|YES|1|TreeGOER|wfo-0000712131|wcvp-2835306|IPNI|3|1|0|0|0
47306|Gymnacranthera maliliensis|1|YES|1|TreeGOER|wfo-0000712138|wcvp-2835312|IPNI|1|1|0|0|0
47307|Gymnacranthera ocellata|1|YES|1|TreeGOER|wfo-0000712142|wcvp-2835316|IPNI|1|1|0|0|0
47308|Gymnadenia conopsea|7|NO||""|wfo-0000976561|wcvp-93634|IPNI|9|1|0|0|0
47309|Gymnadenia crassinervis|1|NO||""|wfo-0000976572|wcvp-93645|IPNI|1|1|0|0|0
47310|Gymnadenia nigra|1|NO||""|wfo-0000976637|wcvp-93705|IPNI|7|1|0|1|0
47311|Gymnadenia odoratissima|1|NO||""|wfo-0000976644|wcvp-93711|WCVP|3|1|0|0|0
47312|Gymnadenia orchidis|1|NO||""|wfo-0000976647|wcvp-93715|IPNI|1|1|0|0|0
47313|Gymnanthemum amygdalinum|8|YES|1|TreeGOER|wfo-0000055069|wcvp-3055648|WCVP|2|1|0|1|0
47314|Gymnanthemum appendiculatum|1|NO||""|wfo-0000132321|wcvp-3055656|IPNI|1|1|0|0|0
47315|Gymnanthemum auriculiferum|6|YES|1|TreeGOER|wfo-0000056957|wcvp-3055660|IPNI|0|1|0|0|0
47316|Gymnanthemum bellinghamii|1|YES|1|TreeGOER|wfo-0000037960|wcvp-3055669|IPNI|3|1|0|0|0
47317|Gymnanthemum chapelieri|1|NO||""|wfo-0000029651|wcvp-3055675|IPNI|1|1|0|0|0
47318|Gymnanthemum coloratum|4|YES|1|TreeGOER|wfo-0000055144|wcvp-3220403|IPNI|9|1|0|0|0
47319|Gymnanthemum corymbosum|1|NO||""|wfo-0000064319|wcvp-3055509|IPNI|0|1|0|0|0
47320|Gymnanthemum exsertiflorum|1|YES|1|TreeGOER|wfo-0000072789|wcvp-3055691|IPNI|5|1|0|0|0
47321|Gymnanthemum extensum|1|YES|1|TreeGOER|wfo-0000114628|wcvp-3055703|IPNI|1|1|0|0|0
47322|Gymnanthemum glaberrimum|1|NO||""|wfo-0000134063|wcvp-3054877|IPNI|3|1|0|0|0
47323|Gymnanthemum mespilifolium|1|NO||""|wfo-0000074073|wcvp-3055713|IPNI|2|1|0|0|0
47324|Gymnanthemum myrianthum|6|YES|1|TreeGOER|wfo-0000081175|wcvp-3055728|IPNI|5|1|0|0|0
47325|Gymnanthemum pectorale|2|NO||""|wfo-0000024459|wcvp-3055737|IPNI|3|1|0|0|0
47326|Gymnanthemum rueppellii|1|YES|1|TreeGOER|wfo-0000076269|wcvp-3055743|IPNI|0|1|0|0|0
47327|Gymnanthemum theophrastifolium|2|NO||""|wfo-0000042663|wcvp-3055548|IPNI|2|1|0|0|0
47328|Gymnanthemum thomsonianum|2|NO||""|wfo-0000042523|wcvp-3055753|IPNI|3|1|0|0|0
47329|Gymnanthera oblonga|2|YES|2|lifeform liana|wfo-0000712183|wcvp-506248|IPNI|1|1|0|0|0
47330|Gymnanthes actinostemoides|1|YES|1|TreeGOER|wfo-0000976716|wcvp-93788|IPNI|1|1|0|0|0
47331|Gymnanthes albicans|2|YES|1|TreeGOER|wfo-0000976717|wcvp-93789|IPNI|1|1|0|0|0
47332|Gymnanthes belizensis|1|YES|1|TreeGOER|wfo-0000976721|wcvp-93792|IPNI|1|1|0|0|0
47333|Gymnanthes borneensis|1|YES|1|TreeGOER|wfo-0000976722|wcvp-93793|IPNI|2|1|0|0|0
47334|Gymnanthes discolor|1|YES|1|TreeGOER|wfo-0000976737|wcvp-93806|IPNI|2|1|0|1|0
47335|Gymnanthes edwalliana|1|YES|1|TreeGOER|wfo-0001342137|wcvp-496821|IPNI|2|1|0|0|0
47336|Gymnanthes gaudichaudii|1|YES|1|TreeGOER|wfo-0000976743|wcvp-93811|IPNI|1|1|0|0|0
47337|Gymnanthes glabrata|2|YES|1|TreeGOER|wfo-0000976744|wcvp-93812|IPNI|2|1|0|0|0
47338|Gymnanthes hypoleuca|1|YES|1|TreeGOER|wfo-0000976749|wcvp-93817|IPNI|1|1|0|0|0
47339|Gymnanthes inopinata|4|YES|1|TreeGOER|wfo-0000433241|wcvp-247735|IPNI|3|1|0|0|0
47340|Gymnanthes leonardii-crispi|1|YES|1|TreeGOER|wfo-0001428001|wcvp-93823|WCVP|1|1|0|0|0
47341|Gymnanthes longipes|1|YES|1|TreeGOER|wfo-0000976757|wcvp-93825|IPNI|2|1|0|0|0
47342|Gymnanthes lucida|10|YES|1|TreeGOER|wfo-0000976758|wcvp-93826|IPNI|4|1|0|0|0
47343|Gymnanthes nervosa|1|YES|1|TreeGOER|wfo-0000976763|wcvp-93830|IPNI|2|1|0|0|0
47344|Gymnanthes pallens|1|YES|1|TreeGOER|wfo-0000976767|wcvp-93834|IPNI|1|1|0|0|0
47345|Gymnanthes remota|1|YES|1|TreeGOER|wfo-0000976773|wcvp-93840|IPNI|3|1|0|0|0
47346|Gymnanthes riparia|2|YES|1|TreeGOER|wfo-0000976775|wcvp-93842|IPNI|3|1|0|0|0
47347|Gymnema acuminatum|3|NO||""|wfo-0000712196|wcvp-506252|IPNI|1|1|0|0|0
47348|Gymnema decaisneanum|1|NO||""|wfo-0000712212|wcvp-506269|IPNI|1|1|0|0|0
47349|Gymnema inodorum|5|NO||""|wfo-0000712233|wcvp-506289|IPNI|3|1|0|0|0
47350|Gymnema lactiferum|2|NO||""|wfo-0000712238|wcvp-506295|IPNI|1|1|0|0|0
47351|Gymnema latifolium|1|NO||""|wfo-0000712240|wcvp-506300|IPNI|2|1|0|0|0
47352|Gymnema montanum|1|NO||""|wfo-0000712257|wcvp-506318|IPNI|1|1|0|0|0
47353|Gymnema sylvestre|12|YES|2|lifeform liana|wfo-0000712289|wcvp-506350|IPNI|6|1|0|0|0
47354|Gymnema syringaefolium|1|NO||""|wfo-0001103915|wcvp-506289|WCVP|0|1|0|0|0
47355|Gymnocalycium denudatum|2|NO||""|wfo-0000712444|wcvp-2835606|WCVP|1|1|0|0|0
47356|Gymnocalycium saglionis|1|NO||""|wfo-0001434747|wcvp-2835826|WCVP|1|1|0|0|0
47357|Gymnocarpium achriosporum|1|NO||""|wfo-0001042954|wcvp-3145609|IPNI|2|0|0|0|1
47358|Gymnocarpium appalachianum|1|NO||""|wfo-0001118819|wcvp-3145599|IPNI|1|1|0|0|0
47359|Gymnocarpium brittonianum|1|NO||""|wfo-0001042953|wcvp-3145611|IPNI|2|0|0|1|0
47360|Gymnocarpium disjunctum|2|NO||""|wfo-0001115796|wcvp-3145600|IPNI|2|1|0|0|0
47361|Gymnocarpium dryopteris|5|NO||""|wfo-0001107317|wcvp-3145601|IPNI|8|1|0|0|0
47362|Gymnocarpium heterosporum|1|NO||""|wfo-0001109140|wcvp-3145612|IPNI|2|0|0|0|1
47363|Gymnocarpium intermedium|1|NO||""|wfo-0001111183|wcvp-3145613|IPNI|2|0|0|0|1
47364|Gymnocarpium jessoense|1|NO||""|wfo-0001111179|wcvp-3145603|IPNI|1|1|0|0|0
47365|Gymnocarpium robertianum|2|NO||""|wfo-0001109141|wcvp-3145608|IPNI|5|1|0|0|0
47366|Gymnocarpos decander|2|NO||""|wfo-0001264156|wcvp-2835890|IPNI|3|1|0|0|0
47367|Gymnocarpos przewalskii|1|NO||""|wfo-0000712737|wcvp-2835898|IPNI|2|1|0|0|0
47368|Gymnocladus assamicus|2|YES|1|Synthesis|wfo-0000203399|wcvp-2835917|IPNI|1|1|0|0|0
47369|Gymnocladus burmanicus|1|YES|1|Synthesis|wfo-0000186214|wcvp-2835918|IPNI|1|1|0|0|0
47370|Gymnocladus chinensis|5|YES|1|TreeGOER|wfo-0000186216|wcvp-2835920|IPNI|2|1|0|0|0
47371|Gymnocladus dioicus|16|YES|1|TreeGOER|wfo-0000185803|wcvp-2835921|IPNI|0|1|0|0|0
47372|Gymnocolea inflata|1|NO||""|wfo-0001196338|""|WCVP|3|1|0|0|0
47373|Gymnocoronis spilanthoides|6|NO||""|wfo-0000083326|wcvp-3128956|IPNI|1|1|0|0|0
47374|Gymnolaena oaxacana|1|NO||""|wfo-0000123445|wcvp-3118815|IPNI|4|1|0|0|0
47375|Gymnolaena serratifolia|1|NO||""|wfo-0000010246|wcvp-3118818|IPNI|0|1|0|0|0
47376|Gymnoluma laurentii|1|NO||""|wfo-0000976807|wcvp-93878|IPNI|3|1|0|0|0
47377|Gymnomitrion adustum|1|NO||""|wfo-0001199735|""|WCVP|1|1|0|0|0
47378|Gymnomitrion alpinum|1|NO||""|wfo-1000009617|""|WCVP|1|1|0|0|0
47379|Gymnomitrion brevissimum|1|NO||""|wfo-1000009623|""|WCVP|1|1|0|0|0
47380|Gymnomitrion commutatum|1|NO||""|wfo-1000009627|""|WCVP|1|1|0|0|0
47381|Gymnomitrion concinnatum|1|NO||""|wfo-0001196341|""|WCVP|1|1|0|0|0
47382|Gymnomitrion corallioides|1|NO||""|wfo-0001196342|""|WCVP|1|1|0|0|0
47383|Gymnomitrion laceratum|1|NO||""|wfo-0001196343|""|WCVP|1|1|0|0|0
47384|Gymnomitrion mucrophorum|1|NO||""|wfo-0001199231|""|WCVP|1|1|0|0|0
47385|Gymnomitrion obtusum|1|NO||""|wfo-0001207843|""|WCVP|1|1|0|0|0
47386|Gymnomitrion pacificum|1|NO||""|wfo-0001196345|""|WCVP|1|1|0|0|0
47387|Gymnomitrion revolutum|1|NO||""|wfo-1000009640|""|WCVP|1|1|0|0|0
47388|Gymnophyton polycephalum|1|NO||""|wfo-0000096857|wcvp-2835971|IPNI|2|1|0|0|0
47389|Gymnopodium floribundum|3|YES|1|TreeGOER|wfo-0000712793|wcvp-2835978|IPNI|1|1|0|0|0
47390|Gymnopogon ambiguus|1|NO||""|wfo-0000873582|wcvp-418145|IPNI|1|1|0|0|0
47391|Gymnopogon brevifolius|1|NO||""|wfo-0000873588|wcvp-418150|IPNI|1|1|0|0|0
47392|Gymnopogon chapmanianus|1|NO||""|wfo-0000873591|wcvp-418153|IPNI|2|1|0|0|0
47393|Gymnopogon foliosus|1|NO||""|wfo-0000873602|wcvp-418163|IPNI|2|1|0|0|0
47394|Gymnopogon spicatus|2|NO||""|wfo-0000873624|wcvp-418185|IPNI|2|1|0|0|0
47395|Gymnosiphon niveus|1|NO||""|wfo-0000433517|wcvp-247777|IPNI|3|1|0|0|0
47396|Gymnosiphon papuanus|1|NO||""|wfo-0000433556|wcvp-247782|IPNI|1|1|0|0|0
47397|Gymnosiphon refractus|1|NO||""|wfo-0000433600|wcvp-247789|IPNI|2|1|0|0|0
47398|Gymnosiphon sphaerocarpus|1|NO||""|wfo-0000433602|wcvp-247790|IPNI|2|1|0|0|0
47399|Gymnosperma glutinosum|4|NO||""|wfo-0000094649|wcvp-3102417|IPNI|6|1|0|0|0
47400|Gymnosporia acuminata|2|YES|1|TreeGOER|wfo-0000712827|wcvp-2836016|IPNI|3|1|0|1|0
47401|Gymnosporia addat|1|YES|1|TreeGOER|wfo-0000712829|wcvp-2836018|IPNI|3|1|0|0|0
47402|Gymnosporia arbutifolia|6|YES|1|TreeGOER|wfo-0000712845|wcvp-2836032|IPNI|2|1|0|0|0
47403|Gymnosporia arenicola|1|YES|1|TreeGOER|wfo-0000712847|wcvp-2836034|IPNI|2|1|0|0|0
47404|Gymnosporia bachmannii|1|YES|1|TreeGOER|wfo-0000712849|wcvp-2836036|IPNI|1|1|0|0|0
47405|Gymnosporia buchananii|4|YES|1|TreeGOER|wfo-0000712865|wcvp-2836050|IPNI|3|1|0|0|0
47406|Gymnosporia buxifolia|3|YES|1|TreeGOER|wfo-0000712869|wcvp-2836054|IPNI|3|1|0|0|0
47407|Gymnosporia cassinoides|3|YES|1|TreeGOER|wfo-0000712873|wcvp-2836058|IPNI|2|1|0|0|0
47408|Gymnosporia chevalieri|1|YES|1|TreeGOER|wfo-0000712877|wcvp-2836061|IPNI|1|1|0|0|0
47409|Gymnosporia crenata|1|YES|1|TreeGOER|wfo-0000712887|wcvp-2836070|IPNI|3|1|0|0|0
47410|Gymnosporia devenishii|1|YES|1|TreeGOER|wfo-0000712893|wcvp-2836076|IPNI|1|1|0|0|0
47411|Gymnosporia dhofarensis|1|YES|1|TreeGOER|wfo-0000712894|wcvp-2836077|IPNI|2|1|0|0|0
47412|Gymnosporia diversifolia|1|YES|1|TreeGOER|wfo-0000712898|wcvp-2836080|IPNI|3|1|0|0|0
47413|Gymnosporia drummondii|1|YES|1|TreeGOER|wfo-0000712901|wcvp-2836083|IPNI|4|1|0|0|0
47414|Gymnosporia emarginata|2|YES|1|TreeGOER+|wfo-0000712905|wcvp-2836087|IPNI|6|1|0|0|0
47415|Gymnosporia forsskaoliana|1|YES|1|TreeGOER|wfo-0000712926|wcvp-2836105|IPNI|0|1|0|0|0
47416|Gymnosporia glaucophylla|1|YES|1|TreeGOER|wfo-0000712935|wcvp-2836113|IPNI|2|1|0|0|0
47417|Gymnosporia gracilipes|3|YES|1|TreeGOER|wfo-0000712937|wcvp-2836115|IPNI|1|1|0|0|0
47418|Gymnosporia gracilis|1|YES|1|TreeGOER|wfo-0000712940|wcvp-2836118|IPNI|0|1|0|1|0
47419|Gymnosporia grandifolia|1|YES|1|TreeGOER|wfo-0000712943|wcvp-2836121|IPNI|1|1|0|0|0
47420|Gymnosporia guangxiensis|1|NO||""|wfo-0001333757|wcvp-2913904|IPNI|2|1|0|0|0
47421|Gymnosporia gurueensis|1|YES|1|TreeGOER|wfo-0000712945|wcvp-2836123|IPNI|0|1|0|0|0
47422|Gymnosporia harveyana|1|YES|1|TreeGOER|wfo-0000712950|wcvp-2836128|IPNI|2|1|0|0|0
47423|Gymnosporia hemipterocarpa|1|YES|1|TreeGOER|wfo-0000744017|wcvp-2896305|IPNI|1|1|0|0|0
47424|Gymnosporia heterophylla|9|YES|1|GlobUNT|wfo-0000712953|wcvp-2836130|IPNI|5|1|0|0|0
47425|Gymnosporia keniensis|1|YES|1|TreeGOER|wfo-0000712961|wcvp-2836138|IPNI|0|1|0|0|0
47426|Gymnosporia linearis|3|YES|1|TreeGOER|wfo-0000712971|wcvp-2836147|IPNI|3|1|0|0|0
47427|Gymnosporia littoralis|1|YES|1|TreeGOER|wfo-0000712975|wcvp-2836150|IPNI|1|1|0|0|0
47428|Gymnosporia maranguensis|1|YES|1|TreeGOER|wfo-0000712982|wcvp-2836157|IPNI|1|1|0|0|0
47429|Gymnosporia marcanii|3|YES|1|TreeGOER|wfo-0000712983|wcvp-2836158|IPNI|1|1|0|0|0
47430|Gymnosporia masindei|1|YES|1|TreeGOER|wfo-0000712987|wcvp-2836161|IPNI|0|1|0|0|0
47431|Gymnosporia montana|3|YES|1|GlobUNT|wfo-0000712992|wcvp-2836166|IPNI|1|1|0|0|0
47432|Gymnosporia mossambicensis|4|YES|1|TreeGOER|wfo-0000712995|wcvp-2836169|IPNI|4|1|0|0|0
47433|Gymnosporia nemorosa|4|YES|1|TreeGOER|wfo-0000712998|wcvp-2836171|IPNI|1|1|0|0|0
47434|Gymnosporia nguruensis|1|YES|1|TreeGOER|wfo-0000712999|wcvp-2836172|IPNI|0|1|0|0|0
47435|Gymnosporia obscura|3|YES|1|TreeGOER|wfo-0000713006|wcvp-2836179|IPNI|6|1|0|0|0
47436|Gymnosporia ovata|3|YES|1|TreeGOER|wfo-0000713008|wcvp-2836180|IPNI|2|1|0|0|0
47437|Gymnosporia parviflora|1|YES|1|TreeGOER|wfo-0000713014|wcvp-2836186|IPNI|1|1|0|0|0
47438|Gymnosporia polyacantha|3|YES|1|TreeGOER|wfo-0000713020|wcvp-2836191|IPNI|4|1|0|0|0
47439|Gymnosporia pubescens|1|YES|1|TreeGOER|wfo-0000713025|wcvp-2836196|IPNI|5|1|0|0|0
47440|Gymnosporia putterlickioides|4|YES|1|TreeGOER|wfo-0000713027|wcvp-2836198|IPNI|4|1|0|0|0
47441|Gymnosporia pyria|1|YES|1|TreeGOER+|wfo-0000713031|wcvp-2836200|IPNI|3|1|0|0|0
47442|Gymnosporia richardsiae|1|YES|1|TreeGOER|wfo-0000713034|wcvp-2836203|IPNI|1|1|0|0|0
47443|Gymnosporia rothiana|2|YES|1|TreeGOER|wfo-0000713035|wcvp-2836204|IPNI|1|1|0|0|0
47444|Gymnosporia royleana|3|NO||""|wfo-0000713036|wcvp-2836205|IPNI|2|1|0|0|0
47445|Gymnosporia rubra|1|YES|1|TreeGOER|wfo-0000713037|wcvp-2836206|IPNI|1|1|0|0|0
47446|Gymnosporia rufa|3|YES|1|TreeGOER|wfo-1000042292|wcvp-2836208|IPNI|1|2|0|0|0
47447|Gymnosporia schliebenii|1|YES|1|TreeGOER|wfo-0000713047|wcvp-2836215|IPNI|0|1|0|0|0
47448|Gymnosporia senegalensis|13|YES|1|TreeGOER|wfo-0000713049|wcvp-2836217|IPNI|7|1|0|0|0
47449|Gymnosporia serrata|5|YES|1|TreeGOER|wfo-0000713064|wcvp-2836230|IPNI|1|1|0|0|0
47450|Gymnosporia spinosa|1|NO||""|wfo-0000713071|wcvp-2836237|IPNI|1|1|0|2|0
47451|Gymnosporia stylosa|2|YES|1|GlobUNT|wfo-0000713074|wcvp-2836240|IPNI|2|1|0|0|0
47452|Gymnosporia tenuispina|1|NO||""|wfo-0000713075|wcvp-2836241|IPNI|4|1|0|0|0
47453|Gymnosporia thompsonii|4|YES|1|TreeGOER|wfo-0000713076|wcvp-2836242|IPNI|3|1|0|0|0
47454|Gymnosporia thomsonii|2|YES|1|TreeGOER|wfo-0000713077|wcvp-2836243|IPNI|1|1|0|0|0
47455|Gymnosporia trilocularis|1|YES|1|TreeGOER+|wfo-0000713081|wcvp-2836247|IPNI|1|1|0|0|0
47456|Gymnosporia variabilis|1|YES|1|TreeGOER|wfo-0000713089|wcvp-2836254|IPNI|2|1|0|0|0
47457|Gymnosporia wallichiana|2|NO||""|wfo-0000713091|wcvp-2836256|IPNI|1|1|0|0|0
47458|Gymnostachys anceps|1|NO||""|wfo-0000976814|wcvp-93887|IPNI|2|1|0|0|0
47459|Gymnostachyum febrifugum|2|NO||""|wfo-0000713109|wcvp-2836273|IPNI|0|1|0|0|0
47460|Gymnostachyum latifolium|1|NO||""|wfo-0000713126|wcvp-2836289|IPNI|1|1|0|0|0
47461|Gymnostemon zaizou|5|YES|1|TreeGOER|wfo-0000713170|wcvp-2836329|IPNI|2|1|0|0|0
47462|Gymnosteris nudicaulis|1|NO||""|wfo-0000713174|wcvp-2836333|IPNI|4|1|0|0|0
47463|Gymnosteris parvula|1|NO||""|wfo-0000713178|wcvp-2836337|IPNI|2|1|0|0|0
47464|Gymnostoma australianum|3|YES|1|TreeGOER|wfo-0000713183|wcvp-385493|IPNI|3|1|0|0|0
47465|Gymnostoma chamaecyparis|2|YES|1|TreeGOER|wfo-0000713184|wcvp-385494|IPNI|1|1|0|0|0
